frequency,intensity_parallel,intensity_perpendicular,intensity_unpolarized,intensity_isotropic
565.0205924995846,1.0350946215856303e-05,4.171185882537828e-06,1.452213209839413e-05,0.000643778023108686
565.2630906079535,1.051924633215458e-05,4.192510339525602e-06,1.4711756671680183e-05,0.0006509148386365833
565.5055887163223,1.0662828843578017e-05,4.209141945554716e-06,1.4871970789132733e-05,0.0006569017190857108
565.7480868246913,1.077535739236885e-05,4.219695847080021e-06,1.4995053239448872e-05,0.0006613931163585399
565.9905849330602,1.0856212231737664e-05,4.224120553548643e-06,1.5080332785286308e-05,0.0006643483642322758
566.2330830414293,1.0911995179290727e-05,4.224102235122458e-06,1.5136097414413184e-05,0.0006660981207469076
566.4755811497981,1.0953511466801663e-05,4.222467609426627e-06,1.517597907622829e-05,0.0006671923895164064
566.718079258167,1.0989354283028969e-05,4.221437761739798e-06,1.5210792044768766e-05,0.0006680719076642172
566.960577366536,1.1020872596424933e-05,4.2212315072697406e-06,1.5242104103694673e-05,0.0006688053258351322
567.2030754749048,1.1042689720047526e-05,4.22001887170581e-06,1.526270859175334e-05,0.0006691090244153884
567.4455735832738,1.1047624368038636e-05,4.215136114501185e-06,1.526276048253982e-05,0.0006685854977211082
